Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
High,668140,Microsoft Windows CVE-2020-1251 权限提升漏洞,Microsoft,CVE-2020-1251,CNNVD-202006-728,NA,2022-11-17,2022-11-17,
High,3370792,矿池域名：fairpool.in,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370665,矿池域名：wattpool.net,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370137,矿池域名：uupool.cn,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370015,矿池域名：vvpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370137,矿池域名：uupool.cn,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370134,矿池域名：suprnova.cc,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3373582,CnC Phpstudy：360se.net,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370136,矿池域名：vvpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3373919,勒索软件 Mespinoza：serchtext.xyz,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,661210,aka Atos Magento community module 命令注入漏洞,Quadra-informatique,CVE-2020-13404,CNNVD-202008-180,NA,2022-11-17,2022-11-17,
High,627520,Zyxel CloudCNM SecuManager CVE-2020-15348 远程代码执行漏洞,Zyxel,CVE-2020-15348,CNNVD-202006-1754,NA,2021-08-09,2022-11-17,
High,2001555,SQL 注入攻击: MySQL 基于时间的盲注,NA,NA,NA,NA,2021-06-25,2022-11-17,
High,2001539,SQL 注入攻击: MySQL 报错注入,NA,NA,NA,NA,2021-06-25,2022-11-17,
High,669140,CMS Made Simple Smarty 服务端模板注入,Smarty,CVE-2021-26120,CNNVD-202102-1447,NA,2021-05-12,2022-11-17,
High,664920,Microsoft Windows CVE-2015-1701 权限提升漏洞,Microsoft,CVE-2015-1701,CNNVD-201504-407,NA,2021-05-12,2022-11-17,
High,710910,HTTP 请求参数 SQL 注入攻击,NA,NA,NA,NA,2021-11-16,2022-11-17,
High,723090,Wavlink touchlist_sync.cgi CVE-2022-2488 命令执行漏洞,Wavlink,CVE-2022-2488,CNNVD-202207-2016,NA,2022-08-29,2022-11-17,
High,430711,Pivotal Spring Framework spring-messaging模块代码执行漏洞,Oracle,"CVE-2018-1270,CVE-2018-1275","CNNVD-201804-245,CNNVD-201804-563",NA,2019-09-21,2022-11-17,
High,563230,Tenda无线路由器远程命令执行,NA,NA,NA,NA,2020-06-04,2022-11-17,
High,534990,Microsoft Internet Explorer jscript.dll toJSON释放后重用漏洞,NA,CVE-2019-1429,CNNVD-201911-622,NA,2021-06-11,2022-11-17,
High,2001533,SQL 注入攻击: MSSQL HashBytes 注入,NA,NA,NA,NA,2021-02-22,2022-11-17,
High,600310,Fuel CMS 1.4.7 SQL注入漏洞,Thedaylightstudio,CVE-2020-17463,CNNVD-202008-669,NA,2020-11-06,2022-11-17,
High,618010,Windows Network File System RPCSEC_GSS Handling 拒绝服务漏洞,Microsoft,CVE-2020-17047,CNNVD-202011-780,NA,2020-12-10,2022-11-17,
High,689780,Nagios XI Configwizards CVE-2021-25298 Cloud-vm.inc.php命令注入漏洞,Nagios,CVE-2021-25298,CNNVD-202102-1166,NA,2021-07-12,2022-11-17,
High,414610,Adobe Flash Player CVE-2016-4132递归限制漏洞,Redhat,CVE-2016-4132,CNNVD-201606-396,MS16-083,2019-04-28,2022-11-17,
High,350880,Adobe Flash Player TextField ReplaceSel释放后重用漏洞,NA,CVE-2015-8423,CNNVD-201512-253,APSB15-32,2019-04-28,2022-11-17,
High,347700,Adobe Flash Player BitmapData.copyPixels释放后重用漏洞,NA,CVE-2016-4229,CNNVD-201607-286,APSB16-25,2019-04-28,2022-11-17,
High,407520,安讯士网络摄像头2.x版本，Video服务器命令执行漏洞,Axis,"CVE-2004-2425,CVE-2004-2426","CNNVD-200412-1131,CNNVD-200412-74...",NA,2019-04-28,2022-11-17,
High,488360,Microsoft Edge CVE-2019-0650内存损坏漏洞,NA,CVE-2019-0650,CNNVD-201902-378,NA,2019-03-25,2022-11-17,
High,488220,Microsoft Edge CVE-2019-0590内存损坏漏洞,Microsoft,CVE-2019-0590,CNNVD-201902-405,NA,2019-03-25,2022-11-17,
High,474320,Microsoft Windows Edge CVE-2018-8555类型混淆漏洞,Microsoft,CVE-2018-8555,CNNVD-201811-342,NA,2018-12-07,2022-11-17,
High,451680,JBoss JMX-Console DeploymentFileRepository WAR部署,NA,NA,NA,NA,2018-08-13,2022-11-17,
High,498940,UltraVNC VNC Server File Transfer Offer Handler堆缓冲区溢出漏洞,"Siemens,Uvnc",CVE-2019-8274,CNNVD-201903-287,NA,2019-05-23,2022-11-17,
High,438660,Adobe Flash Player CVE-2016-0968 堆损坏漏洞,NA,CVE-2016-0968,CNNVD-201602-226,APSB16-04,2019-04-28,2022-11-17,
High,446110,Flexense SysGauge CVE-2018-5359缓冲区溢出漏洞,Flexense,CVE-2018-5359,CNNVD-201801-870,NA,2019-04-28,2022-11-17,
High,469980,Adobe Acrobat Reader Firefox插件CVE-2009-2991远程代码执行漏洞,Adobe,CVE-2009-2991,CNNVD-200910-281,NA,2019-04-28,2022-11-17,
High,465190,Joomla Com Sexycontactform插件文件上传漏洞,NA,NA,NA,NA,2019-04-28,2022-11-17,
High,455760,Adobe Flash Player CVE-2014-8438释放后重用漏洞,Adobe,CVE-2014-8438,CNNVD-201411-174,NA,2019-04-28,2022-11-17,
High,455770,Adobe Flash Player CVE-2014-8441 内存损坏漏洞,Adobe,CVE-2014-8441,CNNVD-201411-176,APSB14-24,2019-04-28,2022-11-17,
High,6220,HP OpenView Network Node Manager ovlaunch HTTP 请求缓冲区溢出漏洞,Hp,CVE-2008-4562,CNNVD-200902-145,NA,2017-06-30,2022-11-17,
High,5870,Microsoft Excel畸形调色板记录内存损坏漏洞,Microsoft,CVE-2007-0031,CNNVD-200701-101,MS07-002,2017-06-30,2022-11-17,
High,12020,Oracle Java Applet2ClassLoader远端代码执行漏洞,Sun,CVE-2010-4452,CNNVD-201102-257,NA,2017-06-30,2022-11-17,
High,20090,DD-WRT httpd cgi-bin远程命令执行漏洞,Dd-wrt,CVE-2009-2765,CNNVD-200908-183,NA,2017-06-30,2022-11-17,
High,20720,Apache 过量空白头部拒绝服务漏洞,"Apache,Mandrakesoft,Mod ssl,Sgi,Tinysofa","CVE-2004-0488,CVE-2004-0942","CNNVD-200407-016,CNNVD-200502-041",NA,2017-06-30,2022-11-17,
High,18552,Microsoft Excel列记录处理内存损坏漏洞,Microsoft,CVE-2007-0030,CNNVD-200701-094,MS07-002,2017-06-30,2022-11-17,
High,34310,VideoLAN VLC多个远程代码执行漏洞,Videolan,CVE-2007-6681,CNNVD-200801-254,NA,2017-06-30,2022-11-17,
High,44230,SUN MySQL数据库PROCEDURE ANALYSE拒绝服务漏洞,NA,NA,NA,NA,2017-06-30,2022-11-17,
High,67300,Alcatel OmniPCX Office MasterCGI 用户参数命令执行漏洞,Alcatel-lucent,CVE-2007-3010,CNNVD-200709-257,NA,2017-06-30,2022-11-17,
High,257660,XCloner Standalone跨站请求伪造漏洞,Xcloner,CVE-2014-2579,CNNVD-201404-511,NA,2017-06-30,2022-11-17,
High,310730,Microsoft Internet Explorer CVE-2015-1731远程内存破坏漏洞,Microsoft,CVE-2015-1731,CNNVD-201506-146,MS15-056,2017-06-30,2022-11-17,
High,364120,3CX Phone System VAD_Deploy.aspx任意文件上传漏洞,NA,NA,NA,NA,2017-06-30,2022-11-17,
High,346960,Microsoft Windows域用户代码执行漏洞,Microsoft,CVE-2016-3368,CNNVD-201609-230,MS16-110,2017-06-30,2022-11-17,
High,312590,Microsoft Internet Explorer CVE-2015-2401内存损坏漏洞,Microsoft,CVE-2015-2401,CNNVD-201507-395,MS15-065,2017-06-30,2022-11-17,
High,312600,Microsoft Internet Explorer CVE-2015-2391内存损坏漏洞,Microsoft,CVE-2015-2391,CNNVD-201507-392,MS15-065,2017-06-30,2022-11-17,
High,43860,Trend Micro OfficeScan CGI密码解密缓冲区溢出漏洞,NA,NA,NA,NA,2017-08-01,2022-11-17,
High,27540,CoreHTTP Http.C缓冲区溢出漏洞,Frank yaul,CVE-2007-4060,CNNVD-200707-531,NA,2017-08-01,2022-11-17,
High,367290,Adobe Acrobat ImageConversion JPEG越界读取漏洞,NA,CVE-2017-2960,CNNVD-201701-205,APSB17-01,2017-06-30,2022-11-17,
High,329340,ManageEngine Desktop Central connectionId任意文件上传漏洞,Manageengine,CVE-2015-8249,CNNVD-201709-1279,NA,2017-06-30,2022-11-17,
High,310730,Microsoft Internet Explorer CVE-2015-1731远程内存破坏漏洞,Microsoft,CVE-2015-1731,CNNVD-201506-146,MS15-056,2017-06-30,2022-11-17,
High,312590,Microsoft Internet Explorer CVE-2015-2401内存损坏漏洞,Microsoft,CVE-2015-2401,CNNVD-201507-395,MS15-065,2017-06-30,2022-11-17,
High,312600,Microsoft Internet Explorer CVE-2015-2391内存损坏漏洞,Microsoft,CVE-2015-2391,CNNVD-201507-392,MS15-065,2017-06-30,2022-11-17,
High,168070,AXIS Media Control控件多个任意文件重写漏洞,Axis,CVE-2013-3543,CNNVD-201306-254,NA,2017-06-30,2022-11-17,
High,168530,D-Link多款产品alpha_auth_check函数认证绕过漏洞,"Planex,D-link,Alphanetworks",CVE-2013-6026,CNNVD-201310-477,NA,2017-06-30,2022-11-17,
High,257660,XCloner Standalone跨站请求伪造漏洞,Xcloner,CVE-2014-2579,CNNVD-201404-511,NA,2017-06-30,2022-11-17,
High,102760,Adobe Flash Player CVE-2011-0622远程内存损坏漏洞,NA,CVE-2011-0622,CNNVD-201105-175,NA,2017-06-30,2022-11-17,
High,105830,Adobe Acrobat和Reader CLOD远程内存损坏漏洞,NA,CVE-2010-2202,CNNVD-201006-480,NA,2017-06-30,2022-11-17,
High,167290,Zavio IP Camera Firmware 1.6.03 用户证书泄露漏洞,NA,CVE-2013-2568,CNNVD-201305-597,NA,2017-06-30,2022-11-17,
High,167270,Microsoft Internet Explorer CVE-2014-0303 CVE-2014-2799 释放后重用漏洞,Microsoft,"CVE-2014-0303,CVE-2014-2799","CNNVD-201403-217,CNNVD-201409-400","MS14-012,MS14-052",2017-06-30,2022-11-17,
High,75060,Cisco WebEx Recording Format播放器atas32.dll内存损坏漏洞,Cisco,CVE-2012-3939,CNNVD-201210-236,CISCO-SA-20121010-WEBEX,2017-06-30,2022-11-17,
High,93340,SonicWALL多款产品认证绕过漏洞,Sonicwall,"CVE-2013-1359,CVE-2013-1360","CNNVD-201301-377,CNNVD-201301-376",NA,2017-06-30,2022-11-17,
High,44920,Microsoft Windows DirectShow 的 GraphEdt 隐藏字幕内存损坏漏洞,Microsoft,CVE-2012-0004,CNNVD-201201-111,NA,2017-06-30,2022-11-17,
High,68830,Mozilla Firefox浏览器CSS边框宽度内存损坏漏洞,Mozilla,CVE-2006-1739,CNNVD-200604-228,NA,2017-06-30,2022-11-17,
High,64600,Cisco WebEx Recording Format播放器atas32.dll整数溢出漏洞,Cisco,CVE-2012-1336,CNNVD-201204-026,CISCO-SA-20120404-WEBEX,2017-06-30,2022-11-17,
High,64620,Cisco WebEx Recording Format Player atas32.dll整数溢出漏洞,Cisco,CVE-2012-1337,CNNVD-201204-027,CISCO-SA-20120404-WEBEX,2017-06-30,2022-11-17,
High,52560,Apple QuickTime JPEG 2000长度下溢漏洞,NA,CVE-2011-3250,CNNVD-201110-666,HT5016,2017-06-30,2022-11-17,
High,19900,OpenOffice OLE 文件流缓冲区溢出漏洞,"Openoffice,Sun","CVE-2007-5745,CVE-2007-5747...","CNNVD-200804-266,CNNVD-200804-268...",NA,2017-06-30,2022-11-17,
High,19740,Sun SDK和JRE程序沙箱安全绕过漏洞,"Symantec,Hp,Sun",CVE-2004-1029,CNNVD-200503-002,NA,2017-06-30,2022-11-17,
High,19510,Microsoft Internet Explorer请求头部跨域信息泄露漏洞,NA,CVE-2008-1544,CNNVD-200803-469,MS08-031,2017-06-30,2022-11-17,
High,2190,Adobe Flash Player 多媒体文件DefineSceneAndFrameLabelData代码执行,Adobe,CVE-2007-0071,CNNVD-200804-112,APSB08-11,2017-06-30,2022-11-17,
High,9180,Microsoft Windows search-ms协议命令执行漏洞,Microsoft,CVE-2008-4269,CNNVD-200812-150,MS08-075,2017-06-30,2022-11-17,
High,3370483,矿池域名：fairhash.org,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,709600,Accfly Wireless Security IR Camera 720P CVE-2020-25782 栈溢出漏洞,NA,CVE-2020-25782,CNNVD-202101-2481,NA,2022-11-17,2022-11-17,
High,707170,Google Chrome CVE-2020-16038释放后重用漏洞,Google,CVE-2020-16038,CNNVD-202012-411,NA,2022-11-17,2022-11-17,
High,646540,SonicWall SMA100 栈缓冲区溢出漏洞,NA,CVE-2019-7482,CNNVD-201912-901,NA,2022-11-17,2022-11-17,
High,705800,Compro设备CVE-2021-40378拒绝服务漏洞,Comprotech,CVE-2021-40378,CNNVD-202109-080,NA,2022-11-17,2022-11-17,
High,470450,Western Digital My Cloud CVE-2018-17153认证绕过漏洞,NA,CVE-2018-17153,CNNVD-201809-848,NA,2022-11-17,2022-11-17,
High,712480,TVT TD-2308SS-B DVR 目录遍历漏洞,NA,CVE-2013-6023,CNNVD-201310-646,NA,2022-11-17,2022-11-17,
High,534850,Fuji Xerox DocuCenter Printer PJL 任意写入漏洞,NA,CVE-2018-16709,CNNVD-201809-382,NA,2022-11-17,2022-11-17,
High,3370884,矿池 MsraMiner：jdi1diejs.club,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,537350,Revive Adserver 4.2 远程代码执行,Revive-sas,CVE-2019-5434,CNNVD-201905-132,NA,2022-11-17,2022-11-17,
High,3371054,矿池域名：ahashpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,646130,Apache XML-RPC 反序列化漏洞,Apache,CVE-2019-17570,CNNVD-202001-842,NA,2022-11-17,2022-11-17,
High,3370211,矿池域名：crazypool.org,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3360117,CnC域名：Malware,NA,NA,NA,NA,2021-05-12,2022-11-17,
High,534990,Microsoft Internet Explorer jscript.dll toJSON释放后重用漏洞,NA,CVE-2019-1429,CNNVD-201911-622,NA,2021-06-11,2022-11-17,
High,2001539,SQL 注入攻击: MySQL 报错注入,NA,NA,NA,NA,2021-06-25,2022-11-17,
High,2001555,SQL 注入攻击: MySQL 基于时间的盲注,NA,NA,NA,NA,2021-06-25,2022-11-17,
High,413700,Adobe Reader Javascript clearGlobalSecurityStore内存损坏漏洞,NA,CVE-2016-1086,CNNVD-201605-285,NA,2019-04-28,2022-11-17,
High,413660,Adobe Reader JavaScript createAVView释放后重用漏洞,NA,CVE-2016-1082,CNNVD-201605-281,NA,2019-04-28,2022-11-17,
High,413490,Adobe Reader Global setPersistent释放后重用漏洞,NA,CVE-2016-1061,CNNVD-201605-260,NA,2019-04-28,2022-11-17,
High,424370,Adobe Flash Player NumbertoString 释放后重利用漏洞,NA,CVE-2015-8414,CNNVD-201512-244,APSB15-32,2019-04-28,2022-11-17,
High,417630,Microsoft Edge CVE-2017-11845内存损坏漏洞,NA,CVE-2017-11845,CNNVD-201711-572,NA,2019-04-28,2022-11-17,
High,494540,Microsoft Scripting Engine CVE-2019-0770内存损坏漏洞,NA,CVE-2019-0770,CNNVD-201903-410,NA,2019-03-25,2022-11-17,
High,479220,Adobe Acrobat Reader CVE-2018-16008释放后重用漏洞,NA,CVE-2018-16008,CNNVD-201812-536,APSB18-41,2018-12-28,2022-11-17,
High,3370595,矿池域名：hashrefinery.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,645780,Ruckus Wireless 远程代码执行漏洞,NA,CVE-2019-19836,CNNVD-202001-1014,NA,2021-11-01,2022-11-17,
High,710440,kr-web 1.1b2 远程文件包含漏洞,Gianni tommasi,CVE-2009-4223,CNNVD-200912-085,NA,2021-11-16,2022-11-17,
High,627520,Zyxel CloudCNM SecuManager CVE-2020-15348 远程代码执行漏洞,Zyxel,CVE-2020-15348,CNNVD-202006-1754,NA,2021-08-09,2022-11-17,
High,2001546,SQL 注入攻击: MySQL 报错注入,NA,NA,NA,NA,2021-06-25,2022-11-17,
High,534990,Microsoft Internet Explorer jscript.dll toJSON释放后重用漏洞,NA,CVE-2019-1429,CNNVD-201911-622,NA,2021-06-11,2022-11-17,
High,3360117,CnC域名：Malware,NA,NA,NA,NA,2021-05-12,2022-11-17,
High,616120,RaspAP CVE-2020-24572 远程代码执行漏洞,Raspap,CVE-2020-24572,CNNVD-202008-1176,NA,2020-11-20,2022-11-17,
High,566430,禅道系统SQL注入漏洞,NA,NA,NA,NA,2020-06-24,2022-11-17,
High,567040,Microsoft Windows CVE-2019-1069 权限提升,Microsoft,CVE-2019-1069,CNNVD-201906-415,NA,2020-06-24,2022-11-17,
High,586320,通达 OA SQL注入漏洞,NA,NA,NA,NA,2020-08-28,2022-11-17,
High,586811,Apache SkyWalking SQL注入漏洞,Apache,CVE-2020-13921,CNNVD-202008-152,NA,2020-08-28,2022-11-17,
High,556460,Adobe Acrobat and Reader CVE-2020-3745 释放后重利用漏洞,NA,CVE-2020-3745,CNNVD-202002-629,NA,2020-07-24,2022-11-17,
High,600310,Fuel CMS 1.4.7 SQL注入漏洞,Thedaylightstudio,CVE-2020-17463,CNNVD-202008-669,NA,2020-11-06,2022-11-17,
High,577350,Apache Kylin REST API DiagnosisService 命令注入漏洞,Apache,CVE-2020-13925,CNNVD-202007-771,NA,2020-09-04,2022-11-17,
High,586810,Apache SkyWalking SQL注入漏洞,Apache,CVE-2020-13921,CNNVD-202008-152,NA,2020-08-28,2022-11-17,
High,618010,Windows Network File System RPCSEC_GSS Handling 拒绝服务漏洞,Microsoft,CVE-2020-17047,CNNVD-202011-780,NA,2020-12-10,2022-11-17,
High,498180,Adobe Reader CVE-2019-7128类型混淆漏洞,NA,CVE-2019-7128,CNNVD-201904-415,APSB19-17,2019-12-20,2022-11-17,
High,2001331,SQL 注入攻击: MySQL ELT 函数,NA,NA,NA,NA,2019-08-02,2022-11-17,
High,165832,Opera Web浏览器GIF处理内存损坏漏洞,Opera,CVE-2012-6470,CNNVD-201301-022,NA,2019-09-21,2022-11-17,
High,166780,HP Data Protector CVE-2013-6194 目录遍历漏洞,Hp,CVE-2013-6194,CNNVD-201401-048,NA,2019-09-21,2022-11-17,
High,529880,Microsoft Windows Jet Database CVE-2019-1358远程代码执行漏洞,Microsoft,CVE-2019-1358,CNNVD-201910-435,NA,2019-11-30,2022-11-17,
High,255511,Symantec Workspace Streaming XML-RPC任意文件上传漏洞,Symantec,CVE-2014-1649,CNNVD-201405-291,NA,2019-04-28,2022-11-17,
High,463420,Microsoft Edge CVE-2018-8367释放后重用漏洞,Microsoft,CVE-2018-8367,CNNVD-201809-519,NA,2019-04-28,2022-11-17,
High,463030,GitList searchTree方法远程命令执行漏洞,Gitlist,CVE-2018-1000533,CNNVD-201806-1265,NA,2019-04-28,2022-11-17,
High,466720,Adobe Acrobat and Reader CVE-2018-15939越界写漏洞,NA,CVE-2018-15939,CNNVD-201810-423,APSB18-30,2019-04-28,2022-11-17,
High,466680,Adobe Acrobat and Reader CVE-2018-15935越界写漏洞,NA,CVE-2018-15935,CNNVD-201810-426,APSB18-30,2019-04-28,2022-11-17,
High,418970,Microsoft Internet Explorer CVE-2017-8747内存损坏漏洞,NA,CVE-2017-8747,CNNVD-201705-195,NA,2019-04-28,2022-11-17,
High,430710,Pivotal Spring Framework spring-messaging模块代码执行漏洞,Oracle,"CVE-2018-1270,CVE-2018-1275","CNNVD-201804-245,CNNVD-201804-563",NA,2019-04-28,2022-11-17,
High,441930,Allen Bradley Micrologix CVE-2017-14471信息泄露漏洞,NA,CVE-2017-14471,CNNVD-201709-550,NA,2019-04-28,2022-11-17,
High,438660,Adobe Flash Player CVE-2016-0968 堆损坏漏洞,NA,CVE-2016-0968,CNNVD-201602-226,APSB16-04,2019-04-28,2022-11-17,
High,372911,Microsoft Office OLE2Link CVE-2017-0199 - .hta VBScript下载,Microsoft,CVE-2017-0199,CNNVD-201704-692,NA,2018-05-18,2022-11-17,
High,338320,Microsoft脚本引擎CVE-2016-0189内存损坏漏洞,NA,CVE-2016-0189,CNNVD-201605-205,NA,2018-04-18,2022-11-17,
High,494540,Microsoft Scripting Engine CVE-2019-0770内存损坏漏洞,NA,CVE-2019-0770,CNNVD-201903-410,NA,2019-03-25,2022-11-17,
High,342190,Microsoft Edge isEqualNode 内存损坏漏洞,Microsoft,CVE-2016-3222,CNNVD-201606-341,NA,2019-04-28,2022-11-17,
High,309220,微软IE浏览器CVE-2015-1714远程内存损坏漏洞,Microsoft,CVE-2015-1714,CNNVD-201505-154,MS15-043,2019-04-28,2022-11-17,
High,388120,EMC VMAX3 VASA Provider UploadConfigurator目录遍历漏洞,Emc,CVE-2017-4997,CNNVD-201706-956,NA,2019-04-28,2022-11-17,
High,308910,Microsoft .NET Framework Windows Form处理提权漏洞,Microsoft,CVE-2015-1673,CNNVD-201505-118,MS15-048,2019-04-28,2022-11-17,
High,308930,Microsoft Windows Journal文件处理远程代码执行漏洞,Microsoft,CVE-2015-1675,CNNVD-201505-120,MS15-045,2019-04-28,2022-11-17,
High,396700,Adobe Acrobat and Reader CVE-2017-16408内存越界读取漏洞,Adobe,CVE-2017-16408,CNNVD-201712-253,APSB17-36,2017-11-23,2022-11-17,
High,338300,Microsoft Windows Media Center MCL代码执行漏洞,Microsoft,CVE-2016-0185,CNNVD-201605-223,MS16-059,2017-08-01,2022-11-17,
High,372912,Microsoft Office OLE2Link CVE-2017-0199 - 公开利用样本,Microsoft,CVE-2017-0199,CNNVD-201704-692,NA,2017-07-03,2022-11-17,
High,16011,Microsoft SQL Server Hello认证缓冲区溢出漏洞,Microsoft,CVE-2002-1123,CNNVD-200209-058,NA,2017-08-01,2022-11-17,
High,106730,Oracle Java SE和Java for Business远程代码执行漏洞,Sun,CVE-2010-0842,CNNVD-201004-023,NA,2017-08-01,2022-11-17,
High,346960,Microsoft Windows域用户代码执行漏洞,Microsoft,CVE-2016-3368,CNNVD-201609-230,MS16-110,2017-06-30,2022-11-17,
High,261910,Microsoft Internet Explorer GIFAS代码执行漏洞,Microsoft,CVE-2014-0322,CNNVD-201402-209,MS14-012,2017-06-30,2022-11-17,
High,291370,Adobe Flash Player 内存泄漏 ASLR 绕过漏洞,Adobe,CVE-2014-0544,CNNVD-201408-220,APSB14-18,2017-06-30,2022-11-17,
High,291290,Adobe Flash Player 和 Adobe AIR 安全绕过漏洞,Adobe,CVE-2014-0535,CNNVD-201406-246,APSB14-16,2017-06-30,2022-11-17,
High,76170,HP LeftHand Virtual SAN Appliance hydra 服务 Diag 请求处理缓冲区溢出漏洞,NA,CVE-2012-3283,CNNVD-201302-107,C03661318,2017-06-30,2022-11-17,
High,104720,HP SiteScope issuesiebelcmd SOAP请求代码执行漏洞,Hp,CVE-2013-4835,CNNVD-201311-022,NA,2017-06-30,2022-11-17,
High,3370939,矿池域名：k1pool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370698,矿池域名：bitpool.ro,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3371006,矿池域名：fairpool.pw,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370487,矿池域名：cryptoknight.cc,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370484,矿池域名：fairhash.org,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370427,矿池域名：herominers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370076,矿池域名：f2pool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370691,矿池域名：bitpool.ro,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3371002,矿池域名：fairpool.xyz,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,707150,Gotenberg 远程代码执行漏洞,Thecodingmachine,"CVE-2020-13450,CVE-2020-134...","CNNVD-202101-055,CNNVD-202101-058",NA,2022-11-17,2022-11-17,
High,2001533,SQL 注入攻击: MSSQL HashBytes 注入,NA,NA,NA,NA,2021-02-22,2022-11-17,
High,616120,RaspAP CVE-2020-24572 远程代码执行漏洞,Raspap,CVE-2020-24572,CNNVD-202008-1176,NA,2020-11-20,2022-11-17,
High,690370,WordPress Fancy Product Designer CVE-2021-24370任意文件上传漏洞,Radykal,CVE-2021-24370,CNNVD-202106-151,NA,2021-07-30,2022-11-17,
High,645780,Ruckus Wireless 远程代码执行漏洞,NA,CVE-2019-19836,CNNVD-202001-1014,NA,2021-11-01,2022-11-17,
High,723850,WordPress Admin Word Count Column 插件任意文件读取漏洞,Admin word count column project,CVE-2022-1390,CNNVD-202204-4362,NA,2022-09-02,2022-11-17,
High,714290,WordPress Duplicate Post CVE-2021-43408 SQL注入漏洞,Duplicate post project,CVE-2021-43408,CNNVD-202111-1646,NA,2022-09-30,2022-11-17,
High,414610,Adobe Flash Player CVE-2016-4132递归限制漏洞,Redhat,CVE-2016-4132,CNNVD-201606-396,MS16-083,2019-04-28,2022-11-17,
High,416760,Adobe Flash Player CVE-2016-7875整数溢出漏洞,NA,CVE-2016-7875,CNNVD-201612-415,APSB16-39,2019-04-28,2022-11-17,
High,465900,Adobe Reader and Acrobat CVE-2015-5108代码执行漏洞,NA,CVE-2015-5108,CNNVD-201507-467,NA,2019-04-28,2022-11-17,
High,446110,Flexense SysGauge CVE-2018-5359缓冲区溢出漏洞,Flexense,CVE-2018-5359,CNNVD-201801-870,NA,2019-04-28,2022-11-17,
High,479280,Adobe Acrobat Reader CVE-2018-16014释放后重用漏洞,NA,CVE-2018-16014,CNNVD-201812-534,APSB18-41,2019-04-28,2022-11-17,
High,488940,Adobe Acrobat Reader CVE-2019-7070 释放后重用漏洞,NA,CVE-2019-7070,CNNVD-201902-451,APSB19-07,2019-04-28,2022-11-17,
High,489090,Adobe Acrobat Reader CVE-2019-7085内存损坏漏洞,NA,CVE-2019-7085,CNNVD-201902-442,APSB19-07,2019-04-28,2022-11-17,
High,440020,Adobe Reader CVE-2018-4995客户端请求注入漏洞,NA,CVE-2018-4995,CNNVD-201807-479,APSB18-09,2018-05-30,2022-11-17,
High,438220,NetGain Systems Enterprise Manager RMI注册表反序列化漏洞,Netgain-systems,CVE-2017-17406,CNNVD-201712-595,NA,2018-05-23,2022-11-17,
High,412510,Adobe Reader EMF处理CVE-2018-4879内存损坏漏洞,Adobe,CVE-2018-4879,CNNVD-201802-739,APSB18-02,2018-03-08,2022-11-17,
High,428510,Microsoft Internet Explorer CVE-2018-0997内存损坏漏洞,NA,CVE-2018-0997,CNNVD-201804-649,NA,2018-04-18,2022-11-17,
High,452790,Adobe Acrobat和Adobe Acrobat Reader CVE-2018-12798堆溢出漏洞,NA,CVE-2018-12798,CNNVD-201807-1684,NA,2018-08-17,2022-11-17,
High,488220,Microsoft Edge CVE-2019-0590内存损坏漏洞,Microsoft,CVE-2019-0590,CNNVD-201902-405,NA,2019-03-25,2022-11-17,
High,488360,Microsoft Edge CVE-2019-0650内存损坏漏洞,NA,CVE-2019-0650,CNNVD-201902-378,NA,2019-03-25,2022-11-17,
High,479220,Adobe Acrobat Reader CVE-2018-16008释放后重用漏洞,NA,CVE-2018-16008,CNNVD-201812-536,APSB18-41,2018-12-28,2022-11-17,
High,309220,微软IE浏览器CVE-2015-1714远程内存损坏漏洞,Microsoft,CVE-2015-1714,CNNVD-201505-154,MS15-043,2019-04-28,2022-11-17,
High,308910,Microsoft .NET Framework Windows Form处理提权漏洞,Microsoft,CVE-2015-1673,CNNVD-201505-118,MS15-048,2019-04-28,2022-11-17,
